,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
598,Goodbye,Imanbek,4crczEC1PpoD8TsDsmoWNI,2020-12-18,0.741,0.931,-3.447,0.0563,0.0225,0.191,0.517,125.011,-2.915389281131611
599,Only A Fool (with Pink Sweat$),Galantis,4iWKQu7GcqRl1aVll2PD20,2020-05-29,0.729,0.619,-6.155,0.0346,0.0451,0.0953,0.623,123.061,-3.0255493382644287
600,Beside You (feat. Georgia Ku),Matoma,6Tdy6tOHVEyBmlObZpGJJc,2020-05-07,0.634,0.794,-6.363,0.0945,0.0801,0.0664,0.67,123.02,-3.040876903693336
601,Lose You,Tiësto,7sFk2PA3NsrrSsGa4CM3rs,2020-05-15,0.704,0.899,-5.61,0.178,0.189,0.228,0.576,123.028,-3.178191547404258
602,Praise (feat. Gunna),Tchami,5cz0T1Q8AmpY18TDLAe2ja,2020-10-23,0.737,0.681,-10.063,0.0536,0.0401,0.31,0.799,124.023,-3.4622025055794587
603,Lovefool (feat. Pia Mia),twocolors,1Qw4FBX30bGdutJ19HBD7T,2020-11-13,0.64,0.796,-5.141,0.0606,0.0233,0.239,0.164,122.905,-3.4687547331218944
604,Warning Signs (feat. Kevin George),Whethan,2AT7i3bONwPIN19pXJDO21,2021-04-23,0.722,0.722,-4.139,0.0647,0.0153,0.131,0.635,130.955,-3.7379877508077914
605,Don't Call Me - Galantis Remix,Brando,6PMVAJwWESCP41PDbMSyOs,2020-10-09,0.624,0.846,-4.201,0.0421,0.167,0.393,0.467,122.985,-3.8123079399391786
606,Fool For Ya,DVBBS,3MzC6XQa26SurM3VX5ovZE,2021-04-16,0.657,0.649,-6.251,0.039,0.00506,0.383,0.454,122.007,-4.064343324617661
607,So Sick (feat. blackbear) [Martin Jensen Remix],Kiiara,4j1fFJvUcQxMrLEMBHV9NQ,2020-11-13,0.803,0.491,-7.196,0.0821,0.121,0.0689,0.589,121.984,-4.069285155798625
608,Come Back Home,Petey Martin,5qpEtUsEI1VkG63MNlRrAC,2021-01-08,0.598,0.559,-5.835,0.0387,0.019,0.17,0.19,122.066,-4.077804448853699
609,Cold Feet,Loud Luxury,08zt4rqVjqahvXaWAuEBbP,2020-03-27,0.715,0.66,-5.925,0.0358,0.0126,0.0936,0.244,121.986,-4.1342324940347215
610,Nobody,NOTD,7GiozRoMk95aFl1WbrDdjX,2020-10-30,0.818,0.773,-5.714,0.0579,0.0166,0.377,0.878,122.016,-4.146565561303929
611,No Chill (feat. Lil Xxel),Cheat Codes,5oh6lXsQ3mhw5PvcsJqvXg,2021-01-06,0.712,0.748,-4.866,0.0283,0.0143,0.203,0.845,122.22,-4.191482836223529
612,Breathe (feat. kaspara),Syn Cole,7pDdE5FLqcNCvjxzRzm80r,2021-01-22,0.753,0.749,-5.214,0.0314,0.0546,0.166,0.589,121.988,-4.285635905622179
613,Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,2017-10-27,0.752,0.764,-4.399,0.038,0.0476,0.0543,0.582,121.958,-4.6106725936202135
614,Bloodstream,twocolors,236irGwQHCBQnRJs2zgoib,2021-03-12,0.586,0.715,-5.962,0.159,0.013,0.54,0.59,120.971,-5.131864428279734
615,Afterparty (feat. Rich The Kid) - Joe Stone Remix,Tungevaag,5L4dI7LWMW4mwTIYeVIpoV,2021-01-15,0.67,0.921,-2.932,0.0478,0.0752,0.173,0.369,122.077,-5.286125735840927
616,"The Business, Pt. II",Tiësto,0SZPXD0uEl72YjUVY2K3E9,2021-01-21,0.658,0.747,-6.567,0.0971,0.138,0.129,0.326,120.073,-5.967372539831719
617,Praying To A God - LUKE Remix,Mr. Probz,4qB9e24mvDa5rG93OnmiC8,2019-03-01,0.839,0.621,-8.01,0.0463,0.156,0.119,0.208,120.009,-6.13982299029886
618,Something Stupid (feat. AWA),Jonas Blue,2UCu2FoXFZpCT36lYzej4O,2021-02-05,0.705,0.864,-5.13,0.0344,0.276,0.0872,0.626,120.012,-6.2151839942445575
619,Why Do You Lie To Me (feat. Lil Baby),Topic,1Mu0qs9DQ8OfhiPvHxZMMM,2020-08-28,0.65,0.738,-6.46,0.158,0.0539,0.206,0.336,119.827,-6.2179163631065055
620,So What (feat. A R I Z O N A),Louis The Child,3By9IFm4E2BvKQygT04O8g,2021-04-30,0.799,0.791,-5.173,0.109,0.3,0.104,0.651,119.993,-6.2219512271131805
621,Somewhere Else (with BabyJake),Louis The Child,74UbkBncJjuG4NxxZmu8i9,2021-02-05,0.75,0.817,-4.422,0.0541,0.0278,0.112,0.432,120.004,-6.41902304652035
622,Imagine,Steve Aoki,5usaydQKInuUpnaWQVTGM0,2020-07-17,0.645,0.738,-4.92,0.0589,0.00334,0.12,0.255,119.859,-6.421659703139303
623,We'll Be Dancing Soon,Dimitri Vegas & Like Mike,39CyGsoGoW4yayA731IP4s,2021-04-23,0.763,0.853,-4.538,0.17,0.0565,0.149,0.501,119.958,-6.4250154192971
624,I Don't Know Why,NOTD,0ZXdzaT1k688dkpNeEgQiV,2020-05-08,0.499,0.898,-4.181,0.124,0.124,0.0832,0.618,120.04,-6.467852766545365
625,Gone Are The Days (feat. James Gillespie),Kygo,4olrSI30e4RN11Cz2SQgEv,2021-04-16,0.528,0.453,-9.398,0.0396,0.355,0.104,0.281,119.761,-6.739574742762224
626,Happy Hour,Felix Cartal,0Q8I9WVpuNEFPiF83ZpcvU,2021-02-05,0.625,0.855,-3.184,0.0401,0.00324,0.742,0.303,120.004,-6.927283799839699
627,Misunderstood,Xuitcasecity,5c38uvbdvtrco6KyvjFRHZ,2020-01-31,0.79,0.494,-5.99,0.0594,0.0101,0.107,0.401,117.928,-8.14369564108527
628,Can't Love Myself (feat. Mishaal & LPW),HUGEL,6jvYUrFJeebfiHjyCvfiHE,2020-12-04,0.811,0.761,-5.281,0.0605,0.0706,0.136,0.74,117.983,-8.17524996219723
629,Leave A Little Love,Alesso,5pmbZWt1lYVMvZ12MSdtqF,2021-02-25,0.671,0.855,-4.254,0.0375,0.00437,0.131,0.329,117.98,-8.406055354509792
630,2019,Martin Jensen,0YETkmonJ718JRimG5zJOm,2021-02-26,0.876,0.765,-6.554,0.269,0.119,0.0826,0.729,115.072,-10.964165726652231
631,Come Over,Coleman Hell,2o3Wog8cDobbtvgFXIc6mK,2020-12-04,0.712,0.698,-7.646,0.0635,0.0744,0.194,0.51,115.063,-11.000152385899117
632,Pressure (feat. Tove Lo),Martin Garrix,4ga4WvRNhMsIL38pkBbnIN,2021-02-05,0.859,0.558,-8.991,0.0902,0.659,0.124,0.357,114.978,-11.264449268956211
633,Hate You + Love You (feat. AJ Mitchell),Cheat Codes,7DgkSYT6vh3UAYQlFbsj6z,2021-02-05,0.755,0.689,-4.463,0.0305,0.0693,0.394,0.638,140.013,-12.191574713535966
634,Heartless (with Julia Michaels & Morgan Wallen),Diplo,0VFQC71dmUjuW5bU5Ewdmg,2020-05-29,0.648,0.553,-6.35,0.0409,0.212,0.0728,0.275,110.949,-15.091690239027173
635,Upside Down (feat. Grouplove) - Flux Pavilion Remix,Whethan,64KthVcRCsFIMIPDsnHzrq,2021-03-19,0.568,0.557,-8.479,0.033,0.0425,0.299,0.251,110.051,-16.070319547589097
636,Tellin' Me,Sammy Adams,61d9krIMD9VRh2PqvJdIcy,2020-08-07,0.595,0.773,-4.811,0.0345,0.251,0.128,0.394,144.975,-17.054768845842265
637,"Safety 2020 (feat. Chris Brown, Afro B & DJ Snake)",GASHI,4YW8YoVfEZTynrEvWeLbRc,2020-01-24,0.701,0.811,-5.096,0.0353,0.0311,0.082,0.743,109.027,-17.085344500307375
638,Thief - Flux Pavilion Remix,Ookay,6btkdvumrTmcFzy3oFpZqS,2017-08-18,0.55,0.858,-2.58,0.0357,0.041,0.0562,0.577,145.169,-17.622501974675867
639,Oops (I'm Sorry),Lost Kings,485KVYPmRISdLpKbaSJ81u,2020-10-02,0.657,0.797,-5.234,0.0298,0.0394,0.117,0.327,146.027,-18.06307822443161
640,Inside Out (feat. Griff),Zedd,6IiCb4PCrDgqLuDWgHhFi7,2020-10-23,0.64,0.683,-4.309,0.0434,0.169,0.109,0.4,146.058,-18.18917160939469
641,Hell,Two Friends,1Is5izEXFW6gVFvvq2XdEw,2020-09-30,0.501,0.761,-3.414,0.0945,0.0192,0.0711,0.35,146.052,-18.32192180604182
642,Post Malone (feat. RANI),Sam Feldt,0qc4QlcCxVTGyShurEv1UU,2019-05-24,0.59,0.642,-3.87,0.122,0.0771,0.105,0.651,107.356,-18.890423219449175
643,Stinger,RL Grime,0yrSc38VgNvTRVfzD01oDE,2021-04-02,0.499,0.991,-1.59,0.103,0.00778,0.438,0.0385,146.985,-19.633105275619663
644,Moon Rider (feat. Wrabel),Jai Wolf,3PP9CXeE0PYaM5GIGQqBIV,2020-01-14,0.572,0.57,-6.99,0.0251,0.0436,0.122,0.279,104.982,-21.053600492001323
645,Stronger (feat. Kesha),Sam Feldt,4NctFqJyGAqurHFEUQvWgR,2021-01-29,0.648,0.672,-7.902,0.0436,0.36,0.097,0.435,104.987,-21.073485436577595
646,High Like This,Adventure Club,3Ukb1tpAsQOdUSVKAW94Cj,2020-07-31,0.473,0.862,-4.156,0.0803,0.0798,0.111,0.233,150.031,-22.155530730881587
647,Vibe Check,GRiZ,6e2kwYm4qe4hFbOkLm4nbF,2021-02-19,0.736,0.945,-0.751,0.145,0.0176,0.315,0.391,149.901,-22.656246991414363
648,Wrong Side of Love (with Darius Rucker),Young Bombs,1vxjmNMsJRLEhoYGpOXOXB,2020-10-23,0.563,0.874,-4.122,0.0377,0.114,0.109,0.232,102.021,-24.155228009715998
649,Funny,Zedd,4FYbo4yQzu3hGkj2Ix4ucW,2020-07-16,0.664,0.66,-4.646,0.0243,0.512,0.26,0.355,99.946,-26.171890554262195
650,Ride or Die (feat. Phoebe Ryan),Cash Cash,3PKI4YKybQdVzK3YQ5Qtfu,2021-04-23,0.547,0.881,-3.152,0.0512,0.0159,0.171,0.215,99.979,-26.29913635939426
651,2 Gone,CVBZ,0aX2TCQRU3FHUMrOagZi2k,2018-07-13,0.699,0.873,-3.096,0.239,0.141,0.272,0.658,99.938,-26.343712324532667
652,Rodman,mike.,5kI11Df3ZSxlNyViaQeqmh,2020-10-30,0.64,0.787,-5.883,0.0425,0.0828,0.104,0.186,162.976,-34.959661896808726
653,Rewind,Krewella,0lzwqIfqmTXRl5mpM6zSiY,2020-07-10,0.704,0.882,-4.297,0.0522,0.0493,0.0886,0.418,167.013,-39.06110391770057
654,Safe With Me (feat. Audrey Mika) - Last Heroes Remix,Gryffin,33cHM9015yns1CB2CeWr0L,2021-01-29,0.421,0.793,-6.45,0.311,0.0138,0.092,0.614,169.794,-41.76693429581786
655,Safe With Me (with Audrey Mika),Gryffin,6Skh3CBum0pZw9TOr7FQnX,2020-11-19,0.497,0.757,-4.189,0.127,0.0449,0.119,0.507,169.902,-41.95104356898444
656,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,52681Ivj8kgCi90Lu8B9fl,2020-06-26,0.553,0.636,-4.38,0.152,0.189,0.0779,0.53,81.969,-44.12616292140074
657,FEELING GUD,NGHTMRE,0suLmBuEbatdochI4tHduq,2020-02-07,0.484,0.94,-3.682,0.257,0.0145,0.266,0.334,173.741,-45.81604826057839
658,Used To Be (feat. Wiz Khalifa) - The Him Remix,Steve Aoki,527sljbYZ6GgdFXaQASKk2,2021-04-02,0.407,0.748,-4.442,0.0886,0.104,0.221,0.394,173.832,-45.86175884790068
659,Turn Back Time - Wilkinson Remix,Diplo,7tro08BbfHsrX8tg8uCUa5,2021-03-05,0.5,0.952,-4.242,0.046,0.0357,0.135,0.326,173.942,-45.98282966106661
660,Kill Me Better,Don Diablo,5ohyF1TaL2ks2mrEJqLtfs,2020-10-30,0.509,0.781,-3.489,0.0378,0.107,0.128,0.529,80.046,-46.10095394896795
661,black and white,San Holo,7fagIEAIqSPm2h9Bc3WgmL,2021-04-14,0.458,0.575,-5.041,0.0524,0.319,0.132,0.188,77.814,-48.25011078134547
662,"No Service In The Hills (feat. Trippie Redd, Blackbear, PRINCE$$ ROSIE) - NGHTMRE Remix",Cheat Codes,0Kaai4pEUw3hmnVHW3R5IW,2002,0.468,0.903,-5.026,0.101,0.00421,0.365,0.366,76.101,-49.96248546291773
663,This Will Be My Year,Two Friends,11U7Iww4rFNk6tFFG5kJGJ,2021-03-26,0.498,0.745,-4.231,0.0388,0.2,0.338,0.504,75.974,-50.121448566944984
664,Stay Next To Me (with Chelsea Cutler),Quinn XCII,6SGG5AxHShqSYiV9fCWpZz,2020-12-04,0.581,0.584,-4.928,0.284,0.0805,0.366,0.756,179.954,-51.95721275611851
665,Hearts on Fire,ILLENIUM,2w7cKCB9hEuv0iCxK8RAO2,2021-05-07,0.365,0.765,-4.449,0.0416,0.0088,0.0959,0.241,179.955,-51.97893523634466
666,Hearts on Fire - CORSAK & Willim Remix,ILLENIUM,5gpy8VcqvPox6XHAIJzuCw,2021-02-19,0.234,0.752,-5.951,0.0748,0.0102,0.118,0.315,62.114,-63.924902775489784
667,Codeine Crazy,Future,0joQFwiBKmi6X1Iq5R1ubH,2014-10-28,0.745,0.617,-7.22,0.144,0.168,0.389,0.185,125.98,-0.2273862826352464
668,Knock Knock,SoFaygo,6aHoPULNO7pSL2ZfUY0bU8,2020-01-10,0.669,0.629,-6.032,0.0657,0.0485,0.346,0.683,125.935,-0.35978837721219126
669,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",A$AP Mob,0RyA3o15NOLJYtm9NlDu5c,2017-08-25,0.635,0.777,-6.018,0.231,0.181,0.357,0.177,128.09,-0.39235136614312216
670,Recap (feat. Don Toliver),NAV,67LB1vZuG114LqRN8h8bQ2,2020-05-08,0.838,0.609,-5.161,0.0502,0.231,0.0983,0.6,127.963,-0.8786735705812425
671,One Of Dem Nights (with Jhené Aiko),Moneybagg Yo,5CSID3PvGYFa3zNgid3ClE,2021-04-23,0.814,0.582,-9.003,0.304,0.0898,0.111,0.436,126.959,-1.2382934711073417
672,Ninety,Jaden,2jdw2tc29bqJwToyGvKgJm,2017-11-17,0.398,0.69,-6.809,0.0631,0.384,0.129,0.174,129.904,-1.9287692891038608
673,Won't Be Late (feat. Drake),Swae Lee,2sqsNXfN0HtgDEgaHXiUTa,2019-08-16,0.915,0.588,-6.302,0.0677,0.0824,0.104,0.329,123.936,-2.152553515612018
674,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,15EPc80XuFrb2LmOzGjuRg,2017-03-24,0.728,0.607,-8.417,0.132,0.133,0.0864,0.445,129.938,-2.340515516923091
675,No Surprise (feat. Don Toliver & Bslime),Young Stoner Life,5yjcHfRu0LWD9XpvWabQGj,2021-04-16,0.813,0.541,-8.31,0.0494,0.0763,0.0737,0.36,123.995,-2.4140718543698765
676,THRU THE NIGHT (feat. Bryson Tiller),Jack Harlow,1AgSUWSzmza5jF6ER5R68v,2019-09-20,0.88,0.58,-5.032,0.0438,0.016,0.0936,0.754,124.003,-2.5139166169392926
677,LET'S GET MARRIED,PARTYNEXTDOOR,0XkQ23l4GT8sFHgeNRGAO4,2021-01-29,0.501,0.643,-6.763,0.0383,0.0605,0.151,0.22,130.85,-2.8489766461751995
678,Too Comfortable,Future,0biVzpdI2z0vAxwfU9xuuA,2020-05-15,0.935,0.472,-9.304,0.0575,0.0455,0.19,0.659,130.041,-2.941849551517142
679,Tyler Herro,Jack Harlow,4DuUwzP4ALMqpquHU0ltAB,2020-10-22,0.794,0.756,-7.16,0.136,0.11,0.247,0.775,123.066,-2.9907561447426847
680,Ski,Young Stoner Life,6755DFiZ7CWe2WMdTGW5C1,2021-04-16,0.953,0.621,-7.638,0.221,0.017,0.0398,0.883,123.016,-3.1288598608815814
681,20 Min,Lil Uzi Vert,0uxSUdBrJy9Un0EYoBowng,2017-11-17,0.773,0.75,-4.009,0.117,0.109,0.174,0.783,123.426,-3.5552803170386413
682,Burnt N Turnt,Lil Gotit,6CLT0fZaePeeV1NnRutDSQ,2021-04-21,0.943,0.537,-6.855,0.256,0.342,0.19,0.59,122.008,-4.031615415232095
683,Excitement (feat. PARTYNEXTDOOR),Trippie Redd,7FullO2NDkyvxLuxYVKINa,2020-10-30,0.443,0.536,-8.187,0.0378,0.0194,0.1,0.0391,121.967,-4.2978906520236295
684,Weight,redveil,5sdkS8DXx8rXNLxbSos8GS,2020-08-25,0.615,0.936,-2.303,0.189,0.0656,0.204,0.388,122.994,-5.042977550744492
685,Life Has Changed (feat. PnB Rock),K CAMP,4koYyJRah1HiE4N6yThwXp,2021-04-16,0.902,0.61,-5.701,0.138,0.189,0.0977,0.488,134.039,-6.09459421198973
686,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2IePEfMAtqWS6rLXXFZIgI,2021-05-13,0.792,0.707,-5.218,0.0623,0.116,0.12,0.408,134.997,-7.122098173058745
687,Tell Me How (Coca-Cola Commercial),"Tyler, The Creator",5pFSH7k21DTVSNMRsZum5C,2021-03-05,0.79,0.497,-11.531,0.113,0.0537,0.195,0.0762,119.936,-7.55521792362995
688,Good & Plenty - Remix,Lucky Daye,6T3Ebo7EOh8cUOyE4OhFpp,2021-03-17,0.65,0.582,-6.543,0.101,0.811,0.0812,0.369,135.894,-7.890451971795356
689,Straightenin,Migos,3X2r2CnHOJeV5YekPTgBnK,2021-05-14,0.847,0.629,-5.81,0.102,0.0318,0.152,0.109,135.976,-8.013405069273077
690,Champagne Shots,Sainte,1pU9taHA6AKtWsqTdkpoVf,2020-02-20,0.941,0.432,-11.424,0.477,0.495,0.124,0.93,135.013,-8.255156902332933
691,7:00,Bryson Tiller,7LJZyNjN5U0LdYSBQ9hlLz,2021-02-26,0.685,0.572,-5.685,0.147,0.11,0.183,0.275,117.336,-8.762668006585221
692,ball w/o you,21 Savage,50a8bKqlwDEqeiEknrzkTO,2018-12-21,0.892,0.633,-7.471,0.0902,0.0467,0.139,0.459,137.994,-9.988292825766864
693,Hello Baby feat. Fivio Foreign,Young M.A,3tHm0NnzLiQsaMUkJNcAij,2021-05-07,0.893,0.537,-6.822,0.364,0.211,0.0599,0.588,140.038,-12.011214357192072
694,Wassup (feat. Young Thug),Cordae,7MC00oCO5s39O43WdUgwfA,2021-04-22,0.93,0.467,-8.449,0.116,0.00906,0.131,0.169,139.972,-12.05940591870859
695,Drugs You Should Try It,Princ£ Aureliu$,5gkFeGjfH66fHvxBHeee1q,2018-05-29,0.358,0.479,-8.626,0.0427,0.806,0.237,0.0395,140.052,-12.182977977331163
696,Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ,2020-12-25,0.785,0.903,-4.184,0.21,0.258,0.169,0.565,139.98,-12.210060477030465
697,Girl With The Tattoo Enter.lewd,Miguel,1eUGmzzvahJjOSWgDHuRlv,2010-11-26,0.372,0.239,-11.314,0.0296,0.856,0.168,0.127,113.451,-13.348576334912114
698,Rip Stick (feat. Pooh Shiesty & Sykobob),Kodak Black,6f4WfdafzQW0189yvQAJxZ,2021-05-08,0.834,0.759,-6.191,0.157,0.178,0.0971,0.559,112.025,-14.018093313893074
699,Cardigan,Don Toliver,0Li1OuXXfi7950ilZUFGkF,2020-03-13,0.747,0.497,-6.542,0.0401,0.248,0.138,0.0663,142.046,-14.027632919352353
700,Emergency (feat. Gunna & Young Thug),21 Savage,4ZkQ2t966y0fmTW6TWNwR2,2021-05-14,0.754,0.817,-5.283,0.254,0.073,0.379,0.269,142.783,-14.829898164132308
701,Famous,Octavian,4fRLdKddgF9HlNqOqLAUWl,2020-08-27,0.838,0.624,-5.674,0.047,0.147,0.105,0.52,109.998,-16.06970807620327
702,Impatient (feat. Coi Leray),DDG,5LE8xsgXORBCV70UKd7ywp,2021-03-19,0.928,0.322,-10.334,0.0838,0.221,0.115,0.468,109.999,-16.402839086275584
703,Heart Mind,Kodak Black,2OPxM2L3KtuehqY24vTMGs,2017-10-31,0.921,0.641,-6.491,0.166,0.0274,0.0645,0.828,144.986,-16.961707123344418
704,Stay Down (with 6LACK & Young Thug),Lil Durk,6w4PV16oMh5I6ZOCvig0hK,2020-10-30,0.813,0.57,-8.409,0.265,0.0909,0.0982,0.676,109.07,-17.03563333184615
705,Shit Crazy (feat. BIG30),Gucci Mane,2Kr11rtij0QQAaX6T5e4WB,2021-04-30,0.913,0.573,-9.05,0.379,0.0202,0.236,0.626,145.011,-17.126498552969323
706,4U,Pi’erre Bourne,0G2OvqpvifsIHALlLqB5NG,2021-04-02,0.63,0.487,-10.488,0.0531,0.196,0.133,0.147,108.753,-17.6558687095723
707,Way Out (feat. Big Sean),Jack Harlow,6rLi6PyWXu1rPlShuIZpj6,2020-12-09,0.945,0.582,-8.357,0.0719,0.114,0.103,0.907,108.025,-18.075268172290542
708,waves - Tame Impala Remix,Miguel,3lB0GMiI5KxDbTOG8V3bOx,2016-02-26,0.529,0.894,-3.599,0.0412,0.308,0.254,0.543,108.024,-18.274717089254505
709,Lovers Anonymous,Dom Kennedy,7sdRFe7nMpCLSIwVTSgPRg,2020-09-25,0.555,0.583,-5.13,0.41,0.503,0.269,0.401,107.17,-18.93512960596946
710,BANKROLL (feat. A$AP Rocky & A$AP Ferg),BROCKHAMPTON,3MK6OsCb4VJGdPxvXjW8Q9,2021-04-09,0.784,0.539,-8.938,0.274,0.0818,0.106,0.576,149.059,-21.13480532787219
711,Overdue (with Travis Scott),Metro Boomin,6LyAwkJsHlW7RQ8S1cYAtM,2018-11-06,0.638,0.4,-11.212,0.0425,0.733,0.334,0.495,150.133,-22.531457654739523
712,Already Best Friends (feat. Chris Brown),Jack Harlow,4RKJRRd4VJfZWiqQTYsleE,2020-12-11,0.873,0.575,-7.284,0.0702,0.0891,0.108,0.872,103.005,-23.03366843477709
713,TAPPD'N,A.CHAL,5ZPCMm8v4onQdCTVHB0PVl,2021-04-09,0.662,0.529,-7.612,0.137,0.0673,0.112,0.366,152.026,-24.011094393344674
714,PILL BREAKER (feat. blackbear & Machine Gun Kelly),Trippie Redd,7jjnn6K7p5MgOFuqLypAcM,2021-02-19,0.527,0.79,-6.268,0.0788,0.016,0.37,0.236,153.034,-25.013634391656932
715,Outside,Kota the Friend,2i40wZkiPAGIFudrGH99nx,2021-04-21,0.86,0.749,-6.556,0.0905,0.342,0.446,0.6,99.989,-26.04473632256008
716,Spicy (feat. Post Malone),Ty Dolla $ign,5IUtvfNvOyVYZUa6AJFrnP,2020-10-23,0.782,0.51,-5.724,0.0419,0.143,0.115,0.118,99.993,-26.063186162844957
717,Waves of Blue,Majid Jordan,5BQHyj5Pb3dUY8W6TSjeTF,2021-04-09,0.652,0.861,-4.863,0.0565,0.00743,0.337,0.333,99.983,-26.119160665833686
718,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4jVBIpuOiMj1crqd8LoCrJ,2020-09-25,0.835,0.699,-5.405,0.277,0.00671,0.195,0.547,154.981,-26.98565511075456
719,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",Travis Scott,6qUabsNxudatEFedWGHoDh,2020-10-07,0.859,0.77,-5.358,0.345,0.0056,0.0731,0.348,155.025,-27.033710486070156
720,Nobody Like Me,A.CHAL,6V1LNio3PtaoiePzCAJF9t,2021-02-26,0.707,0.662,-4.966,0.0399,0.0254,0.15,0.141,98.028,-28.06369558698274
721,Slide (with Gunna),Coi Leray,5zYmGeAGeqM4pA4jb64NHI,2020-08-14,0.692,0.464,-7.004,0.0422,0.526,0.106,0.484,96.899,-29.135128443575635
722,Need Somebody,PnB Rock,394yrCYgwPX9m9V0sqUIbN,2021-04-30,0.684,0.535,-7.24,0.317,0.0741,0.223,0.304,94.691,-31.34513627933576
723,Whipski (feat. Lil Skies & Internet Money),$NOT,0a2Yk4ORO4MsGaJ4DI03qx,2021-04-08,0.841,0.545,-8.013,0.222,0.268,0.25,0.305,94.528,-31.527649126962736
724,Ice Water (feat. Trippie Redd),Lil Skies,2RTkEYOLYDQtjWFGNZtvpT,2021-05-14,0.712,0.671,-7.198,0.112,0.125,0.0954,0.446,160.028,-32.00053206660157
725,2Face (feat. G Herbo),Young Nudy,6KAb6mMJrgc3KY1uPldOmy,2021-05-11,0.565,0.47,-8.715,0.493,0.0821,0.189,0.194,159.998,-32.0293440911078
726,Perfect Timing,YG,5RMuBon0mBTvWycelbJqaM,2021-05-03,0.773,0.576,-7.838,0.375,0.0427,0.116,0.635,92.979,-33.069340829561106
727,Girl U a Star,A$AP Twelvyy,0WxLlAbBs4jP974j8kiPjo,2020-04-03,0.84,0.523,-7.93,0.347,0.374,0.0936,0.279,92.959,-33.093699863388274
728,Everyday,SoFaygo,6Mfh9o1FjAiA3gU5q21OD6,2020-12-17,0.497,0.637,-8.594,0.609,0.587,0.328,0.518,161.079,-33.10291005598787
729,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,5oady7OSE7dH7LHiqmb3Cr,2019-08-16,0.737,0.597,-7.333,0.119,0.292,0.13,0.449,92.049,-33.986358339312766
730,Trust,Brent Faiyaz,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,0.764,0.394,-8.559,0.154,0.224,0.119,0.471,92.011,-34.065881911151195
731,Fell In Luv (feat. Bryson Tiller),Playboi Carti,1s9DTymg5UQrdorZf43JQm,2018-05-11,0.657,0.668,-6.208,0.136,0.0273,0.32,0.227,162.997,-34.973678358944596
732,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,6u3CPnFMKANYgfdiifFOiJ,2021-01-29,0.539,0.615,-8.746,0.252,0.173,0.144,0.493,163.924,-35.94643867068654
733,Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,2020-03-27,0.449,0.465,-8.964,0.0791,0.524,0.303,0.543,89.087,-37.009431876690805
734,Calabasas,ssgkobe,4TkacaEBA8raWT4LizhONs,2021-03-19,0.687,0.643,-8.906,0.439,0.201,0.14,0.739,85.464,-40.622116843413934
735,Show U Off,Brent Faiyaz,00selpxxljfn9n5Pf4K3VR,2021-03-12,0.583,0.405,-11.295,0.0534,0.643,0.108,0.549,84.997,-41.278460665625005
736,Moon & Stars (feat. Maggie Lindemann),$NOT,3oGbHF3Kdwf3AsRCbBjUxu,2020-03-06,0.713,0.47,-8.698,0.0864,0.606,0.306,0.0825,84.518,-41.561144776248675
737,Money On The Table (ft. Benny The Butcher),Belly,22hoscwut5PWqmBa5eTk77,2021-04-07,0.678,0.552,-7.915,0.374,0.528,0.135,0.603,83.951,-42.09637574514594
738,Michigan,Chavo,7o2Ttn5aFdrBON1zfdzJfg,2020-06-10,0.71,0.359,-8.813,0.124,0.0497,0.112,0.464,83.481,-42.59850803136276
739,Never Left,Lil Tecca,21UkXrc9kD48rNpTMI2ecz,2021-05-06,0.807,0.659,-6.92,0.332,0.0224,0.309,0.438,82.465,-43.56711663564069
740,Wockesha,Moneybagg Yo,0nqhKXDjsyBMvbeWmgijD0,2021-04-23,0.582,0.537,-9.229,0.619,0.129,0.0749,0.771,82.103,-43.99760510081399
741,durag activity (with Travis Scott),Baby Keem,4JJcP0Rv9AgyPD6ZGaC8EE,2021-04-30,0.89,0.701,-5.712,0.342,0.00306,0.0895,0.505,80.462,-45.58219053629402
742,The Percocet & Stripper Joint,Future,1yCVsVH2hQ72SxNI8QTDaB,2015-07-17,0.625,0.667,-5.875,0.131,0.754,0.135,0.0805,80.046,-45.99926827278061
743,HONEST,Baby Keem,58k32my5lKofeZRtIvBDg9,2019-07-19,0.676,0.536,-8.79,0.0432,0.403,0.105,0.373,79.037,-47.03673363365581
744,COUNT ON ME,BROCKHAMPTON,0hprLLUDMgFU0nL4yVCWTg,2021-04-09,0.782,0.497,-5.415,0.286,0.0391,0.209,0.522,77.488,-48.56236145190017
