,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
880,Who Do You Love,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,2019-12-06,0.51,0.846,-4.595,0.0461,0.0101,0.208,0.475,139.927,-32.54281369456226
881,Rodeo,Lil Nas X,4ak7xjvBeBOcJGWFDX9w5n,2019-06-21,0.706,0.679,-5.614,0.0324,0.139,0.465,0.657,140.081,-32.61970852035031
882,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,7CZyCXKG6d5ALeq41sLzbw,2019-09-06,0.499,0.8,-2.665,0.0502,0.0906,0.147,0.272,139.919,-32.76154504684459
883,Love Lies (with Normani),Khalid,45Egmo7icyopuzJN0oMEdk,2018-02-14,0.708,0.648,-5.626,0.0449,0.0956,0.134,0.338,143.955,-36.48567373325597
884,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,0ZLuW8uOXdFNWcI40C0OC2,2020-12-11,0.904,0.723,-5.224,0.26,0.0631,0.185,0.835,145.013,-37.567656013479954
885,My Year,GASHI,1N8moY6H0eThviK71VhTzY,2019-09-20,0.84,0.811,-3.243,0.0498,0.213,0.258,0.71,145.025,-37.74984019137773
886,Die For Me (feat. Future & Halsey),Post Malone,2C6WXnmZ66tHhHlnvwePiK,2019-09-06,0.614,0.66,-2.848,0.0441,0.19,0.211,0.452,145.01,-37.77958575445738
887,a lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,2018-12-21,0.837,0.636,-7.643,0.086,0.0395,0.342,0.274,145.972,-38.45232370121333
888,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,1KVczjazCcCCgM3gXXUl47,2018-12-07,0.612,0.601,-7.089,0.164,0.168,0.117,0.525,147.018,-39.49986420092439
889,Hot Shower,Chance the Rapper,00ko9WaS4jOX1kEk3gvHjf,2019-07-26,0.899,0.509,-8.04,0.387,0.00157,0.0573,0.599,150.001,-42.48440548837911
890,HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,0.908,0.621,-6.638,0.102,0.000282,0.0958,0.421,150.011,-42.50123281836615
891,RAP DEVIL,Machine Gun Kelly,63TyoT9Ee03rQxv8xmdJ2l,2018-09-08,0.895,0.839,-4.512,0.227,0.217,0.239,0.756,149.951,-42.54094487520123
892,Leave Me Alone,Flipp Dinero,6V7g6qM8wheMivMWrzbPTM,2019-11-22,0.792,0.743,-2.806,0.0851,0.107,0.183,0.742,150.024,-42.76614290525627
893,Ballin,Various Artists,17N5FdRwJuv3UXQ7MHnbhF,2018-06-15,0.737,0.854,-6.414,0.221,0.0475,0.0905,0.65,150.621,-43.11767502418185
894,HOLIDAY,Lil Nas X,6zFMeegAMYQo0mt8rXtrli,2020-11-13,0.81,0.511,-6.924,0.164,0.12,0.0832,0.837,151.947,-44.43195573898744
895,Drew Barrymore,Bryce Vine,0OgGn1ofaj55l2PcihQQGV,2017-12-01,0.758,0.574,-6.889,0.0572,0.46,0.102,0.261,151.985,-44.4693331568137
896,Panini,Lil Nas X,1000nHvUdawXuUHgBod4Wv,2019-09-13,0.703,0.594,-6.146,0.0752,0.342,0.123,0.475,153.848,-46.34815232320388
897,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,2018-06-29,0.912,0.412,-8.074,0.123,0.0165,0.104,0.423,154.983,-47.464885561624094
898,XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,2017-08-25,0.732,0.75,-6.366,0.231,0.00264,0.109,0.401,155.096,-47.59151309984112
899,WHY,NF,7rjGZWlqqeEMDrAabwZQhr,2018-06-18,0.737,0.77,-7.753,0.51,0.368,0.306,0.431,158.351,-50.83228572977766
900,Robbery,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,2019-03-08,0.685,0.692,-5.122,0.0457,0.328,0.153,0.578,159.966,-52.50138519514534
901,First Off (feat. Travis Scott),Future,3WRIaWsws011vHMd9uzPjG,2019-01-18,0.734,0.683,-6.105,0.0776,0.013,0.28,0.445,162.038,-54.53707083742642
902,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,794QVQtFNy7hvtjQP1keQd,2018-04-13,0.817,0.646,-5.12,0.249,0.0152,0.125,0.835,162.898,-55.432549422039386
903,Fine China,Future,5274I4mUMnYczyeXkGDWZN,2018-10-19,0.656,0.542,-7.358,0.323,0.0484,0.126,0.551,166.111,-58.59075834503631
904,Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,2017-08-18,0.797,0.844,-5.482,0.275,0.0651,0.087,0.52,170.142,-62.65684518093962
905,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,2YzmfPLqUx5CJOaw5ThsBV,2017-12-15,0.791,0.839,-4.284,0.266,0.0588,0.259,0.383,170.113,-62.678795356537
906,Getcha Roll On,T-Pain,4RgzVDC5iwrj2AjeUYX7Sc,2019-02-27,0.722,0.595,-7.482,0.4,0.0359,0.276,0.655,171.167,-63.64699879960803
907,No Limit,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,2017-12-15,0.838,0.771,-3.791,0.244,0.0117,0.0853,0.405,175.957,-68.54044849807131
908,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,0jAfdqv18goRTUxm3ilRjb,2018-12-21,0.736,0.622,-4.653,0.133,0.0235,0.151,0.506,191.971,-84.50003722254931
909,Pure Water (with Migos),Mustard,3j84U36KvLeXNDPv4t5pI8,2019-06-28,0.682,0.559,-5.545,0.127,0.174,0.344,0.137,202.015,-94.5157957145378
910,RITMO (Bad Boys For Life),Black Eyed Peas,6cy3ki60hLwimwIje7tALf,2019-10-12,0.721,0.716,-7.037,0.0657,0.0334,0.237,0.667,104.994,-0.6749678273076907
911,SWISH,Tyga,55GiOwtxNajXVbpjjIzMnD,2018-07-25,0.884,0.541,-5.608,0.221,0.0831,0.118,0.274,105.009,-1.5232961804182539
912,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",Ne-Yo,3qSnj1FzIKMgx6svJO2dgr,2018-03-30,0.782,0.671,-5.127,0.0459,0.184,0.125,0.706,106.975,-1.523795749127847
913,Bubblegum (feat. Tyga),Jason Derulo,2G76iRK1fzO5MiDvcTYkET,2013-09-10,0.856,0.633,-6.429,0.34,0.0718,0.112,0.77,109.011,-1.7936500109560414
914,Money Mouf,Tyga,2ab4xGVMBb14NpPrj4xDq5,2020-09-18,0.968,0.793,-4.645,0.256,0.00136,0.0814,0.793,105.012,-2.3674242289615193
915,Pa' La Cultura,David Guetta,3MR5Lnhd6uCIgLXSK7nmyX,2020-08-05,0.755,0.854,-4.288,0.0517,0.0249,0.389,0.588,105.038,-2.656257353430835
916,Post Malone (feat. RANI),Sam Feldt,0qc4QlcCxVTGyShurEv1UU,2019-05-24,0.59,0.642,-3.87,0.122,0.0771,0.105,0.651,107.356,-2.8283759018824197
917,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,3DGar7krWlmrXRFHBcQF6z,2018-06-22,0.734,0.765,-5.562,0.0621,0.151,0.231,0.518,109.989,-3.029110660594289
918,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,0.743,0.837,-5.025,0.0649,0.0172,0.0743,0.263,103.072,-3.3291844888980924
919,VACATION,Tyga,6q2uIyLqASSpv2SIv2ehWK,2020-06-19,0.821,0.61,-6.22,0.0959,0.0247,0.185,0.47,110.973,-3.6681966656208447
920,Ruleta (feat. Erik),INNA,2v3lTI7njU96d5diTeaYXy,2018-01-12,0.734,0.675,-5.611,0.249,0.741,0.117,0.817,102.153,-3.8347054902358844
921,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,3Q5cLvkKsHJvYltf8k7HkO,2020-10-22,0.818,0.598,-5.948,0.113,0.0573,0.634,0.331,111.052,-3.851024047323972
922,L.A.LOVE (la la) [feat. YG],Fergie,5h2nC1QYVpK0AJra70Ja3p,2017-09-22,0.509,0.482,-6.965,0.176,0.0186,0.238,0.301,101.042,-4.531891358126792
923,Cantare,Pitbull,3sLyTeDoFFgLYtaBeUAlgr,2019-09-27,0.74,0.92,-2.58,0.13,0.0241,0.1,0.674,110.676,-5.531340732354657
924,What A Man Gotta Do,Jonas Brothers,4wNIkl5XGiAACjFBlDWuSd,2020-01-17,0.852,0.698,-7.206,0.0629,0.00839,0.0773,0.324,113.039,-5.542560997616652
925,Love Is Wicked - Amanto Remix,Brick & Lace,69LOLGuAJycFHs0JD1QfaO,2018-03-25,0.542,0.487,-9.327,0.296,0.0316,0.0666,0.861,100.061,-5.715044446771357
926,Big (feat. Gunna),Rita Ora,78oZ26xvmtCfarveRXs3dq,2021-02-11,0.779,0.845,-3.446,0.0356,0.0659,0.0641,0.615,111.995,-5.88004500090759
927,RITMO (Bad Boys For Life) - Steve Aoki Remix,Black Eyed Peas,6cg7xTJ0KnJS59h5RHWZ6K,2019-12-20,0.84,0.719,-3.333,0.0887,0.0728,0.112,0.494,111.993,-5.940455278849916
928,Get Busy,Sean Paul,5qTvkDrSfvwDv6RBjjcfQr,2002-11-12,0.735,0.824,-4.143,0.036,0.615,0.158,0.726,100.202,-6.216695540849373
929,It’s My Birthday,will.i.am,1pNcUexH7BdMFWFaxV3ltq,2014-01-01,0.754,0.715,-4.434,0.0525,0.0822,0.0891,0.405,100.001,-6.252077068462138
930,Dip (feat. Nicki Minaj),Tyga,4hXDobvUaXyDFLnmecoY0z,2018-10-29,0.885,0.543,-6.338,0.2,0.0311,0.154,0.43,99.026,-6.6082591779010365
931,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,6wXgnhpmOPEJ7cUweSyy2B,2020-05-27,0.73,0.792,-5.33,0.13,0.0264,0.101,0.745,99.039,-6.83262126752696
932,Stack It Up (feat. A Boogie Wit da Hoodie),Liam Payne,1xU2QZ40MY4Ex2pfczZa9U,2019-09-18,0.743,0.812,-3.069,0.132,0.153,0.0642,0.606,100.047,-6.906711786407622
933,Taste (feat. Offset),Tyga,5IaHrVsrferBYDm0bDyABy,2018-05-16,0.884,0.559,-7.442,0.12,0.0236,0.101,0.342,97.994,-7.537645557067641
934,Dangerous,Kardinal Offishall,4NOZ35Dhucr6UlVyLOtktd,2008-01-01,0.949,0.79,-5.957,0.0756,0.00437,0.0816,0.807,117.002,-9.622751713665084
935,Brother Louie,VIZE,0fQfopzcRtmYxdK9xFA3Qr,2020-07-10,0.866,0.744,-3.989,0.19,0.102,0.121,0.87,117.006,-10.098277273762559
936,HOT (with Sean Paul & Flo Milli) - Remix,Pia Mia,2uPfFGg18EsXxWR8m8I7O5,2020-10-27,0.691,0.722,-2.876,0.0926,0.342,0.171,0.856,96.106,-10.441081510649047
937,Say My Name,David Guetta,3MoV1UsAJmz64LHqyiRMp0,2018-09-14,0.703,0.66,-5.119,0.123,0.137,0.192,0.79,95.031,-10.760139211136687
938,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1WSGTYKLEpKfNQYYW5Oymt,2019-02-28,0.541,0.468,-4.039,0.362,0.404,0.358,0.69,95.266,-10.811430989567466
939,Go Crazy,Chris Brown,1IIKrJVP1C9N7iPtG6eOsK,2020-05-08,0.755,0.578,-8.932,0.145,0.316,0.25,0.581,94.148,-11.448060160415151
940,Contra La Pared,Various Artists,5G12MmCQiBEAGR6aqD8vpB,2021-05-14,0.827,0.588,-7.14,0.118,0.0155,0.124,0.6,94.044,-11.491193041231758
941,Why Do You Lie To Me (feat. Lil Baby),Topic,1Mu0qs9DQ8OfhiPvHxZMMM,2020-08-28,0.65,0.738,-6.46,0.158,0.0539,0.206,0.336,119.827,-12.359053049543345
942,Dancing In The Moonlight (feat. NEIMY),Jubël,4GSDkZt7GcmzBWmsMcpaVO,2018-06-22,0.659,0.615,-5.865,0.0644,0.27,0.187,0.193,119.843,-12.435996557803822
943,In Your Eyes (feat. Alida),Robin Schulz,61ZM92T2zaXIVsqncThQzC,2020-01-10,0.57,0.672,-5.888,0.0716,0.172,0.0768,0.461,120.018,-12.605932559487263
944,React,The Pussycat Dolls,0GWYApQBwErVPkyXYCTJjI,2020-02-07,0.745,0.74,-5.719,0.0697,0.116,0.117,0.544,120.014,-12.62493385757588
945,Cinderella,Pietro Lombardi,68lAxWGvGc9yGheEkFDFiT,2020-07-17,0.77,0.794,-4.921,0.183,0.0305,0.11,0.362,92.98,-12.809854358874187
946,Eenie Meenie,Sean Kingston,45O0tUN9Bh6LH4eNxQ07AT,2020-02-28,0.734,0.639,-3.241,0.0316,0.0348,0.102,0.836,121.212,-14.327279023874906
947,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,2014-06-10,0.805,0.33,-8.712,0.1,0.22,0.105,0.211,121.97,-14.49269858318155
948,Bachata,Kay One,6PK070dD3j8I6VRmKVvSrP,2020-08-28,0.857,0.557,-6.274,0.0793,0.136,0.136,0.828,121.984,-14.523382059052572
949,Wasted Love (feat. Lagique),Ofenbach,2pPO9YecZimmuVQfIzfV6U,2021-01-08,0.734,0.855,-4.578,0.135,0.0821,0.0901,0.54,121.955,-14.730408996466538
950,Comeback (feat. Tory Lanez and 30 Roc),JoJo,3wN7Spu4tWhefB3LooMLys,2020-05-01,0.616,0.537,-7.719,0.139,0.0932,0.107,0.465,122.65,-15.13081370839415
951,Mad Love - Blinkie Remix,Mabel,5qiQbOa6AFEO3P111y9Jry,2019-07-05,0.706,0.931,-3.053,0.0456,0.354,0.146,0.465,123.012,-16.108237725415037
952,Alane,Robin Schulz,2u6Jm2klS4yvAlbSHlxUwI,2020-06-19,0.581,0.799,-6.66,0.164,0.0419,0.11,0.662,124.002,-16.5114609374694
953,Cheatin' (feat. MALIKA),Nathan Dawe,1Ei4I19L2hnsMQYAlaqQLM,2018-08-10,0.492,0.856,-3.476,0.0336,0.00153,0.495,0.391,123.913,-16.88166363120213
954,Like A G6,Far East Movement,4DvhkX2ic4zWkQeWMwQ2qf,2010-01-01,0.435,0.837,-8.126,0.449,0.00676,0.117,0.778,124.913,-17.413694384587707
955,SICKO - Felix Jaehn Remix,Felix Jaehn,2tvKLPdQlzuB1JK3vboZMj,2020-05-22,0.798,0.823,-5.613,0.0615,0.197,0.267,0.574,124.988,-17.57535064205553
956,All Around The World (La La La),R3HAB,1D2Aldrksl9yWWCIPOeDzy,2019-07-26,0.733,0.859,-5.03,0.033,0.479,0.105,0.52,124.948,-17.60747070402949
957,Lighter (feat. KSI),Nathan Dawe,5lWUeSYO61UYgNlFlqcwYl,2020-07-24,0.703,0.837,-3.606,0.0395,0.0214,0.104,0.356,124.953,-17.86238676812973
958,Me Necesita,PRETTYMUCH,5iubMV6ASiIcsLb0fs6u2y,2019-10-23,0.552,0.591,-4.717,0.102,0.0192,0.0877,0.706,87.222,-18.517164798016083
959,Breaking Me - HUGEL Remix,Topic,0XX5PxqMoXAPxBZ0qYqSwI,2020-04-16,0.85,0.585,-5.229,0.0488,0.0101,0.261,0.77,126.0,-18.62559439594421
960,Que Calor (with J Balvin & El Alfa),Major Lazer,7j7q6tCfEIlTeZtGjuBDT6,2019-12-13,0.795,0.885,-4.13,0.0713,0.0375,0.292,0.46,126.037,-18.825444114150788
961,Too Much (feat. Usher),Marshmello,39umHdGKfpnjY4TFtnoQ51,2020-10-23,0.712,0.891,-2.76,0.0401,0.00415,0.258,0.735,126.012,-19.08733632660182
962,Lazy Day (feat. Danny Ocean),Fuse ODG,1dA9GzuP546CjJT0n9tZoe,2019-11-28,0.868,0.862,-4.863,0.0812,0.0228,0.0898,0.623,126.976,-19.64137842169739
963,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,5b2bu6yyATC1zMXDGScJ2d,2014-11-24,0.596,0.73,-4.091,0.151,0.24,0.325,0.525,85.979,-19.841322655467795
964,Better When I'm Dancin',Meghan Trainor,5k5fWendNngd89O8JKoE8L,2015-10-14,0.756,0.789,-7.002,0.0324,0.53,0.157,0.873,127.987,-20.47986279800957
965,VIDA LOCA,Black Eyed Peas,6c6Pr4ALb2SD7j7UnS5YDE,2020-11-02,0.885,0.618,-5.705,0.0544,0.0225,0.325,0.769,127.983,-20.54880787935413
966,Low (feat. T-Pain),Flo Rida,0CAfXk7DXMnon4gLudAp7J,2008-03-17,0.918,0.609,-5.64,0.0791,0.0928,0.139,0.304,128.008,-20.577272918274836
967,Que Rica (Tocame),Pitbull,1rNwUMlrGFUMn5LaYy71Gq,2020-11-13,0.768,0.791,-5.957,0.175,0.276,0.0601,0.546,128.092,-20.63458826063751
968,Dangerous Love,Fuse ODG,3dOBB8XZNu8aqi7JstoRZO,2014-01-01,0.704,0.945,-4.211,0.064,0.0259,0.0563,0.8,127.999,-20.750288880989977
969,Salt,Ava Max,5iyZwawawLjHYpX4MxUKVF,2020-09-18,0.693,0.835,-3.242,0.0624,0.131,0.073,0.744,128.052,-20.96965517092412
970,Booty,Jennifer Lopez,6dshconh2KBbGxVh7GtSTC,2014-09-23,0.709,0.949,-4.155,0.0509,0.00296,0.26,0.398,128.966,-21.712202040854443
971,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,2020-09-18,0.637,0.69,-4.057,0.0405,0.00786,0.124,0.457,129.857,-22.603743672981086
972,Whoppa (feat. Elettra Lamborghini),Tinie Tempah,74SKgfapttDKhCOo1OQWzT,2020-08-25,0.772,0.899,-4.513,0.136,0.0258,0.0779,0.812,130.004,-22.69052418891814
973,Paradise,VIZE,7tZ8Wyy0w13vRps1DcxZRR,2020-08-21,0.883,0.725,-4.049,0.046,0.0668,0.0389,0.906,129.995,-22.745494751083108
974,Play With Fire,Nico Santos,4XqCiPFWwAwGEI7yiq0LvK,2020-05-08,0.691,0.864,-2.779,0.065,0.353,0.0483,0.555,82.977,-23.0346683880456
975,Video Vixen,Bilal Wahib,0PEPCo71Ys1EBtTAnYCgw4,2020-04-16,0.687,0.626,-7.36,0.326,0.136,0.119,0.599,82.283,-23.243023990363035
976,Ur So F**kInG cOoL,Tones And I,6KiEsqGg0HBOSMflVH7Onx,2020-05-29,0.816,0.677,-4.067,0.19,0.357,0.165,0.533,78.967,-26.780341430322956
977,Woman Like Me (feat. Nicki Minaj),Little Mix,222B3aljXx6fFwKmFjuBED,2018-11-16,0.754,0.854,-3.449,0.0608,0.177,0.0808,0.8,75.002,-30.7947918497561
978,I'm Legit,Nicki Minaj,11a6GzsfPoLY1bVw3IFeMs,2012-01-01,0.859,0.746,-3.014,0.0663,0.0301,0.169,0.543,75.002,-30.852840595527997
979,Pa Ti,Jennifer Lopez,4agLM5EfiWR2AKMq7gFwcM,2020-09-24,0.86,0.762,-2.343,0.0447,0.286,0.0697,0.763,139.992,-32.88127077299957
980,Pa Ti - Spanglish Version,Jennifer Lopez,2wUgG5Fr9PQcIbKRfVJ76C,2020-09-24,0.856,0.767,-2.365,0.0415,0.244,0.0648,0.787,140.031,-32.916706097015336
981,My Life Is a Party - Ryan T. & Rick M. Radio Edit,ItaloBrothers,1IDXuroj7pqZzrentmgh4H,2012-07-27,0.621,0.909,-5.244,0.036,0.03,0.422,0.402,144.959,-37.51277156670649
982,GDFR (feat. Sage the Gemini & Lookas) - K Theory Remix,Flo Rida,15W8qc8Ok22EJGNwEKhiw9,2015-01-21,0.629,0.955,-3.763,0.169,0.0228,0.349,0.649,145.955,-38.62293585805719
983,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,4TgxFMOn5yoESW6zCidCXL,2020-10-02,0.758,0.598,-5.695,0.0868,0.16,0.295,0.658,149.836,-42.356306294394074
984,Savage Love (Laxed - Siren Beat),Jawsh 685,1xQ6trAsedVPCdbtDAmk0c,2020-06-11,0.767,0.481,-8.52,0.0803,0.234,0.269,0.761,150.076,-42.565041017027816
985,Trust Nobody - Valentino Khan Remix,DJ Snake,52wqMbmCqeTw37jd4zFAWr,2020-07-22,0.529,0.981,-1.293,0.134,0.00217,0.495,0.447,155.073,-47.96241488628369
986,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - DJ LBR Remix",David Guetta,5kUmEacJio9FXs0zASc3lU,2015-05-12,0.425,0.774,-3.695,0.112,0.000209,0.169,0.209,179.998,-72.58143559843317
987,All We Got (feat. KIDDO),Robin Schulz,1FP9s72rDYty6mfoOEYKnE,2020-10-16,0.504,0.76,-4.246,0.0426,0.286,0.151,0.64,183.933,-76.48408730884883
988,501,Various Artists,0sbboVSwurbGP9mx3EuHQo,2021-05-15,0.613,0.796,-3.672,0.203,0.162,0.292,0.749,186.102,-78.67779711918065
989,Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,5HqRQwSAPAgJBQ3bhtpUTg,2020-01-31,0.754,0.561,-6.279,0.333,0.0111,0.126,0.539,192.034,-84.52307836483736
990,Far Away From Home (feat. Leony),Sam Feldt,0Y9qJSwdV2LvPnFmAbNIc8,2020-06-12,0.595,0.752,-5.232,0.097,0.58,0.105,0.758,199.971,-92.48000631701582
991,Love Sex Magic (feat. Justin Timberlake),Ciara,7xdmTEHRbgQuLR8KpRLLnn,2009-05-05,0.893,0.665,-5.07,0.137,0.0201,0.299,0.874,107.029,-1.6303458499055603
992,disco tits,Tove Lo,1TIiWomS4i0Ikaf9EKdcLn,2017-11-17,0.79,0.728,-6.523,0.0612,0.025,0.172,0.333,110.059,-2.7164590224182907
993,Wannabe,Spice Girls,1Je1IMUlBXcx1Fz0WE7oPT,1996-01-01,0.768,0.864,-6.145,0.0324,0.101,0.162,0.891,110.008,-2.8198097451721393
994,Pretty Girls,Britney Spears,6QicTxeiSaRkPnkGDUvYOs,2015-05-04,0.834,0.831,-6.061,0.0745,0.00799,0.217,0.788,103.009,-2.871863340865226
995,May I,Flo Milli,1GcXzijYzyfMq6wryZjYW5,2020-07-24,0.896,0.78,-3.547,0.202,0.0828,0.0857,0.85,106.032,-3.111703776017108
996,Your Body,Christina Aguilera,2pmtavvgqZN52EePYxutgk,2012-11-09,0.593,0.781,-5.291,0.0545,0.000724,0.225,0.565,103.025,-3.208970542838692
997,Bitch Better Have My Money,Rihanna,0NTMtAO2BV4tnGvw9EgBVq,2015-03-26,0.781,0.728,-4.981,0.0621,0.0509,0.257,0.395,102.99,-3.406425058311336
998,Man's World,MARINA,2XWusA74Rg68E23sVOfBlK,2020-11-18,0.513,0.728,-4.79,0.0307,0.355,0.0672,0.212,110.126,-3.58377282108476
999,I'm a Slave 4 U,Britney Spears,6ldwfK0yWgTAlmIfuQkTYN,2001-10-31,0.847,0.843,-3.579,0.106,0.415,0.107,0.963,110.027,-4.362126567819265
1000,Rock Your Body,Justin Timberlake,1AWQoqb9bSvzTjaLralEkT,2002-11-04,0.892,0.714,-6.055,0.141,0.201,0.0521,0.817,100.972,-4.7776341340824136
1001,Cherry,Rina Sawayama,36RGU7buus2UUtrPZ78hkR,2018-08-14,0.576,0.79,-3.463,0.0509,0.0129,0.344,0.629,102.033,-5.117292848516721
1002,Milkshake - Radio Mix,Kelis,2s0ouHqJebHfiQ6C1GUFJd,2003-12-05,0.891,0.77,-6.124,0.0439,0.00862,0.155,0.819,112.997,-5.662034774051613
1003,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,0.753,0.931,-4.922,0.0652,0.00994,0.234,0.767,113.029,-6.058569620711812
1004,Crazy In Love (feat. Jay-Z),Beyoncé,5IVuqXILoxVWvWEPm82Jxr,2003-06-24,0.646,0.77,-6.596,0.226,0.00249,0.0715,0.681,99.165,-6.441224026753715
1005,Pussy Talk,City Girls,5EzL7hGT9g2Tvqsy158Lu9,2020-06-20,0.943,0.641,-5.598,0.191,0.0016,0.211,0.242,99.099,-6.701187698148501
1006,Dirrty,Christina Aguilera,59ZTxQo8rBycIXPLUIKvE2,2002-07-19,0.64,0.889,-3.073,0.322,0.107,0.339,0.436,99.931,-7.008864872459474
1007,The Way I Are,Timbaland,2bLqfJjuC5syrsgDsZfGmn,2007-01-01,0.731,0.807,-6.492,0.1,0.181,0.319,0.765,114.759,-7.3229675102884375
1008,Piece of Me,Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,2007-10-25,0.769,0.638,-5.054,0.216,0.0902,0.0857,0.782,115.007,-7.866579968675419
1009,Freak,Doja Cat,3aA6xB0tOilDDX17fIJ0Bl,2020-08-07,0.688,0.716,-5.702,0.0385,0.0969,0.0989,0.373,116.912,-9.565436080186949
1010,Can't Be Tamed,Miley Cyrus,2r6DdaSbkbwoPzuK6NjLPn,2010-01-01,0.63,0.91,-2.919,0.144,0.0287,0.196,0.743,116.98,-10.468077981026944
1011,Are U gonna tell her? (feat. MC Zaac),Tove Lo,2qoIbcyKPpe3BKifpAfh53,2019-09-20,0.881,0.71,-6.114,0.0804,0.313,0.116,0.817,117.997,-10.577589292478626
1012,Vibeology,Paula Abdul,6IXKljJrwMJlyRhzHRbEDW,1991-01-01,0.722,0.758,-9.33,0.0622,0.00485,0.0768,0.645,117.975,-10.593427294446348
1013,Break the Ice,Britney Spears,52K4Nl7eVNqUpUeJeWJlwT,2007-10-25,0.712,0.911,-3.866,0.0445,0.689,0.107,0.85,117.533,-10.64315124231052
1014,Oops!...I Did It Again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,2000-05-16,0.751,0.834,-5.444,0.0437,0.3,0.355,0.894,95.053,-10.681564210982895
1015,TKN (feat. Travis Scott),ROSALÍA,4w47S36wQGBhGg073q3nt7,2020-05-28,0.776,0.509,-6.266,0.467,0.192,0.115,0.485,94.634,-10.969398110402876
1016,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,0Hb2KGmwZez23POGBw2Xc2,2020-12-04,0.936,0.82,-2.554,0.325,0.163,0.0707,0.896,94.991,-11.599355016956801
1017,Lose My Breath,Destiny's Child,4dvQg9sD8k9y4qiEURuj8v,2004-11-16,0.814,0.899,-5.958,0.0637,0.00727,0.0979,0.545,119.011,-11.606100238669212
1018,Poker Face,Lady Gaga,5R8dQOPq8haW94K7mgERlO,2008-01-01,0.851,0.806,-4.62,0.0787,0.118,0.121,0.787,118.999,-11.835050391771578
1019,Just Dance,Lady Gaga,2x7MyWybabEz6Y6wvHuwGE,2008-01-01,0.822,0.739,-4.541,0.0311,0.0264,0.181,0.745,118.992,-11.845638412259467
1020,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,3vkQ5DAB1qQMYO4Mr9zJN6,1979,0.749,0.491,-9.655,0.0403,0.02,0.159,0.536,119.528,-12.172491415951477
1021,Swim,Chase Atlantic,3M0lSi5WW79CXQamgSBIjx,2017-10-04,0.666,0.542,-6.429,0.0392,0.27,0.0765,0.0771,120.134,-12.667990861326832
1022,Tia Tamera (feat. Rico Nasty),Doja Cat,1uNePI826aqh9uC9pgbeHU,2019-03-01,0.822,0.654,-4.623,0.132,0.019,0.233,0.421,119.884,-12.692054047560378
1023,Grow A Pear,Kesha,2ISUiwj8xXqHeUFcen0AIU,2010-11-19,0.863,0.667,-3.891,0.0508,0.0154,0.125,0.892,120.011,-12.997587550592955
1024,The Sweet Escape,Gwen Stefani,66ZcOcouenzZEnzTJvoFmH,2006-01-01,0.756,0.77,-3.502,0.0343,0.191,0.178,0.73,119.961,-13.05213317939007
1025,Don't Cha - Main Mix,Various Artists,7COFPrLLGTsQpdFEmV2gyS,2020-12-18,0.881,0.626,-3.269,0.111,0.00648,0.231,0.565,120.011,-13.168967159802309
1026,Don't Cha - Radio Edit,The Pussycat Dolls,3MFDtYuYwaQu62MP9NgdSE,2005-01-01,0.828,0.729,-2.979,0.0526,0.00399,0.214,0.538,120.18,-13.42065254197374
